"NAME","NATURAL_NODE_NAME","DESCRIPTION","ASSOCIATED_LE","ASSOCIATED_BU","GAAP_GL_BOOK_OF_RECORD","OG_LEGACY_ERP_SOURCE","OG_LEGACY_ERP_SOURCE_DESC"
"LB_2695","2695","BH2595_OGDRIL_Baker Hughes Switzerland Sarl","LE_BH2595","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4380","4380","BH2595_OGDRIL_Baker Hughes Switzerland Sarl","LE_BH2595","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7042","7042","BH2595_OGDRIL_Baker Hughes Switzerland Sarl","LE_BH2595","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2601","2601","BH2600_OGDRIL_Baker Hughes RUCAS B.V.","LE_BH2600","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2191","2191","BH2190_OGDRIL_Baker Hughes Nederland Holdings B.V.","LE_BH2190","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1631","1631","BH1630_OGDRIL_Baker Hughes Co-Obligor, Inc.","LE_BH1630","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2195","2195","BH2195_OGDRIL_Baker Hughes Canada Holdings B.V.","LE_BH2195","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3465","3465","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5012","5012","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5381","5381","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6330","6330","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4085","4085","BH4085_OGDRIL_BAKER HUGHES SOUTH AFRICA (PROPRIETARY) LIMITED","LE_BH4085","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_112F","112F","BH5425_OGDRIL_BJ Oilfield Services Company (Beijing) Limited","LE_BH5425","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_098F","098F","BH2885_OGDRIL_Baker Hughes Kopp GmbH","LE_BH2885","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_100F","100F","BH2886_OGDRIL_Baker Hughes Process and Pipeline Services JSC","LE_BH2886","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2450","2450","BH2190_OGDRIL_Baker Hughes Nederland Holdings B.V.","LE_BH2190","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2510","2510","BH2190_OGDRIL_Baker Hughes Nederland Holdings B.V.","LE_BH2190","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2642","2642","BH2190_OGDRIL_Baker Hughes Nederland Holdings B.V.","LE_BH2190","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2605","2605","BH2605_OGDRIL_Baker Hughes Tajikistan LLC","LE_BH2605","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2735","2735","BH2605_OGDRIL_Baker Hughes Tajikistan LLC","LE_BH2605","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2211","2211","BH2210_OGDRIL_Baker Hughes Espana, S.L.","LE_BH2210","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_042F","042F","BH2220_OGDRIL_Baker Hughes Operations Espana, SA","LE_BH2220","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2621","2621","BH2620_OGDRIL_BJ Services Company Africa Limited","LE_BH2620","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_8215","8215","BH1030_OGDRIL_Baker Hughes Oilfield Operations LLC","LE_BH1030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_001F","001F","BH1031_OGDRIL_Baker Hughes Canada Company","LE_BH1031","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1396","1396","BH1031_OGDRIL_Baker Hughes Canada Company","LE_BH1031","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1401","1401","BH1031_OGDRIL_Baker Hughes Canada Company","LE_BH1031","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1415","1415","BH1031_OGDRIL_Baker Hughes Canada Company","LE_BH1031","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7135","7135","BH1031_OGDRIL_Baker Hughes Canada Company","LE_BH1031","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5431","5431","BH5430_OGDRIL_Baker Hughes Operations (Thailand) Limited","LE_BH5430","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5435","5435","BH5435_OGDRIL_BJ Services Company (B) Sdn Bhd","LE_BH5435","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7211","7211","BH7777_OGDRIL_JD International Leasing FZE","LE_BH7777","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_103F","103F","BH2892_OGDRIL_Caledyne Limited","LE_BH2892","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4160","4160","BH4160_OGDRIL_Baker Hughes Asia Pacific Limited, Congo Branch","LE_BH4160","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4170","4170","BH4170_OGDRIL_Baker Nigeria Limited","LE_BH4170","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2610","2610","BH2610_OGDRIL_Baker Hughes RUCAS LLC","LE_BH2610","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4335","4335","BH2620_OGDRIL_BJ Services Company Africa Limited","LE_BH2620","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4340","4340","BH2620_OGDRIL_BJ Services Company Africa Limited","LE_BH2620","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4371","4371","BH2620_OGDRIL_BJ Services Company Africa Limited","LE_BH2620","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2630","2630","BH2630_OGDRIL_Open Joint Stock Company Oilpump Service","LE_BH2630","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_047F","047F","BH2265_OGDRIL_Magnitude Microseismic Limited","LE_BH2265","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1325","1325","BH1665_OGDRIL_ProductionQuest MergerSub LLC","LE_BH1665","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1386","1386","BH1665_OGDRIL_ProductionQuest MergerSub LLC","LE_BH1665","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1665","1665","BH1665_OGDRIL_ProductionQuest MergerSub LLC","LE_BH1665","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2471","2471","BH1665_OGDRIL_ProductionQuest MergerSub LLC","LE_BH1665","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3360","3360","BH1665_OGDRIL_ProductionQuest MergerSub LLC","LE_BH1665","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_004F","004F","BH1045_OGDRIL_PMG Canada Company","LE_BH1045","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1050","1050","BH1050_OGDRIL_Baker Process LLC","LE_BH1050","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7779","7779","BH7777_OGDRIL_JD International Leasing FZE","LE_BH7777","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3260","3260","BH8004_OGDRIL_Baker Hughes Mexicana, S. de R.L. de C.V.","LE_BH8004","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2868","2868","BH8007_OGDRIL_BJ Oilfield Services Iberica S.L.U","LE_BH8007","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5441","5441","BH5440_OGDRIL_P.T. BJ Services Indonesia","LE_BH5440","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5445","5445","BH5445_OGDRIL_BJ Services (M) Sdn. Bhd.","LE_BH5445","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3012","3012","BH3010_OGDRIL_Baker Hughes Argentina, S.R.L.","LE_BH3010","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3395","3395","BH3010_OGDRIL_Baker Hughes Argentina, S.R.L.","LE_BH3010","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3021","3021","BH3020_OGDRIL_Baker Hughes Switzerland S.a r.l. Colombia Branch","LE_BH3020","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3031","3031","BH3030_OGDRIL_Baker Hughes Venezuela, Sociedad en Comandita por Acciones","LE_BH3030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3301","3301","BH3030_OGDRIL_Baker Hughes Venezuela, Sociedad en Comandita por Acciones","LE_BH3030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3380","3380","BH3030_OGDRIL_Baker Hughes Venezuela, Sociedad en Comandita por Acciones","LE_BH3030","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3035","3035","BH3035_OGDRIL_Baker Hughes Venezuela, S.R.L.","LE_BH3035","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2636","2636","BH2636_OGDRIL_Limited Liability Company Oilpump Service","LE_BH2636","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2637","2637","BH2636_OGDRIL_Limited Liability Company Oilpump Service","LE_BH2636","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2638","2638","BH2636_OGDRIL_Limited Liability Company Oilpump Service","LE_BH2636","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2645","2645","BH2645_OGDRIL_Limited Liability Company Energo Innovatsii","LE_BH2645","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2270","2270","BH2270_OGDRIL_BH 03 LTD","LE_BH2270","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2275","2275","BH2275_OGDRIL_Baker Hughes B.V.","LE_BH2275","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2290","2290","BH2290_OGDRIL_ProductionQuest Limited","LE_BH2290","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1675","1675","BH1675_OGDRIL_US SCS Partner LLC","LE_BH1675","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1680","1680","BH1680_OGDRIL_BHRO NewCo, Inc.","LE_BH1680","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1214","1214","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_041F","041F","BH1060_OGDRIL_Baker Hughes Holdings LLC","LE_BH1060","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1060","1060","BH1060_OGDRIL_Baker Hughes Holdings LLC","LE_BH1060","BU_OGDRIL","GL_GLG06","OE_GLG06MJE","MJE Source"
"LB_1625","1625","BH1060_OGDRIL_Baker Hughes Holdings LLC","LE_BH1060","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7055","7055","BH1060_OGDRIL_Baker Hughes Holdings LLC","LE_BH1060","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2883","2883","BH9051_OGDRIL_Baker Hughes B.V.,Permanent Establishment in Uzbekistan","LE_BH9051","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2591","2591","BH9052_OGDRIL_BJ Services International S.a r.l., Nyon Branch Commercial","LE_BH9052","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_058F","058F","BH9053_OGDRIL_BJ Services Intl S.a r.l., Finanz Zweigniederlassung Zurich","LE_BH9053","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5455","5455","BH5455_OGDRIL_BJ Services Company (Vietnam) Ltd.","LE_BH5455","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5471","5471","BH5470_OGDRIL_BJ Well Services Company (Philippines), Inc.","LE_BH5470","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5496","5496","BH8008_OGDRIL_BJ Process & Pipeline Services Pte Ltd","LE_BH8008","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4190","4190","BH4190_OGDRIL_Baker Hughes SARL","LE_BH4190","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4255","4255","BH4255_OGDRIL_Baker Petrolite Angola Limited, Angola Branch","LE_BH4255","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4265","4265","BH4265_OGDRIL_Baker Hughes Company Limited","LE_BH4265","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1070","1070","BH1070_OGDRIL_Western Atlas International LLC","LE_BH1070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4015","4015","BH9041_OGDRIL_Baker Hughes Operations SAS, Eguatorial Guinea branch","LE_BH9041","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4050","4050","BH9042_OGDRIL_Baker Hughes Operations SAS, Algeria Tax Registration","LE_BH9042","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4450","4450","BH9043_OGDRIL_Baker Hughes (Nederland) B.V., Tunisia Branch","LE_BH9043","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5361","5361","BH5360_OGDRIL_Gaffney, Cline & Associates (Consultants) Pte. Ltd.","LE_BH5360","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_109F","109F","BH5365_OGDRIL_Gaffney Cline & Associates Pty. Ltd.","LE_BH5365","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2545","2545","BH2545_OGDRIL_Baker Hughes Poland SP. Z.O.O","LE_BH2545","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_078F","078F","BH2550_OGDRIL_Baker Hughes Chemicals GmbH","LE_BH2550","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2360","2360","BH2877_OGDRIL_Baker Hughes International Holdings S.a.r.l.","LE_BH2877","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2887","2887","BH2877_OGDRIL_Baker Hughes International Holdings S.a.r.l.","LE_BH2877","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4101","4101","BH1070_OGDRIL_Western Atlas International LLC","LE_BH1070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4105","4105","BH1070_OGDRIL_Western Atlas International LLC","LE_BH1070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6132","6132","BH1070_OGDRIL_Western Atlas International LLC","LE_BH1070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6135","6135","BH1070_OGDRIL_Western Atlas International LLC","LE_BH1070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1080","1080","BH1080_OGDRIL_Baker Petrolite LLC","LE_BH1080","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7065","7065","BH7065_OGDRIL_Baker Hughes Middle East Limited","LE_BH7065","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7071","7071","BH7070_OGDRIL_Baker Hughes (Ireland) Limited","LE_BH7070","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2878","2878","BH2878_OGDRIL_Baker Hughes International Partners Holdings SCS","LE_BH2878","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2879","2879","BH2879_OGDRIL_Baker Hughes International Partners S.a r.l.","LE_BH2879","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6211","6211","BH4025_OGDRIL_Baker Eastern, S.A.","LE_BH4025","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6265","6265","BH4025_OGDRIL_Baker Eastern, S.A.","LE_BH4025","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6271","6271","BH4025_OGDRIL_Baker Eastern, S.A.","LE_BH4025","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1661","1661","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1900","1900","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2260","2260","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3305","3305","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3350","3350","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_6255","6255","BH1900_OGDRIL_Baker Hughes International Branches LLC","LE_BH1900","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7145","7145","BH1080_OGDRIL_Baker Petrolite LLC","LE_BH1080","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1085","1085","BH1085_OGDRIL_Baker Hughes Process and Pipeline Services LLC","LE_BH1085","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1421","1421","BH1085_OGDRIL_Baker Hughes Process and Pipeline Services LLC","LE_BH1085","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1575","1575","BH1085_OGDRIL_Baker Hughes Process and Pipeline Services LLC","LE_BH1085","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7082","7082","BH7080_OGDRIL_Oxford Alliance Insurance Company Ltd.","LE_BH7080","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_066F","066F","BH9044_OGDRIL_Baker Hughes (Nederland) B.V., Belgium Branch","LE_BH9044","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7112","7112","BH4025_OGDRIL_Baker Eastern, S.A.","LE_BH4025","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_4035","4035","BH4035_OGDRIL_Baker Hughes Nigeria Limited","LE_BH4035","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5402","5402","BH5400_OGDRIL_Baker Hughes (Tianjin) Oilfield Equipment Ltd.","LE_BH5400","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2326","2326","BH2325_OGDRIL_Limited Liability Company Orenburgneftegeophysika","LE_BH2325","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2327","2327","BH2325_OGDRIL_Limited Liability Company Orenburgneftegeophysika","LE_BH2325","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_056F","056F","BH2330_OGDRIL_Baker Hughes Professional Services Limited","LE_BH2330","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1140","1140","BH1140_OGDRIL_Atlas Wireline Limited","LE_BH1140","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_007F","007F","BH2010_OGDRIL_Baker Hughes Limited","LE_BH2010","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_010F","010F","BH2010_OGDRIL_Baker Hughes Limited","LE_BH2010","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1190","1190","BH1190_OGDRIL_Western Atlas Holdings LLC","LE_BH1190","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1261","1261","BH1190_OGDRIL_Western Atlas Holdings LLC","LE_BH1190","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_049F","049F","BH9048_OGDRIL_Baker Hughes Norge AS, Iceland Branch","LE_BH9048","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5406","5406","BH5405_OGDRIL_PV Drilling - Baker Hughes Well Technical Services JV Comp LTD","LE_BH5405","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_5421","5421","BH5420_OGDRIL_Baker Hughes Services Pte. Ltd.","LE_BH5420","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7131","7131","BH7130_OGDRIL_Baker Hughes Singapore Holdings Ltd.","LE_BH7130","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2705","2705","BH2705_OGDRIL_BJ Services Company Limited","LE_BH2705","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2721","2721","BH2720_OGDRIL_BJ Services Company Middle East Sarl","LE_BH2720","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_012F","012F","BH2019_OGDRIL_Baker Hughes (Deutschland) Holdings GmbH","LE_BH2019","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2335","2335","BH2335_OGDRIL_Baker Hughes Services Ireland Limited","LE_BH2335","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2345","2345","BH2345_OGDRIL_Oilfield Tool Leasing","LE_BH2345","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1211","1211","BH1200_OGDRIL_Baker Hughes Financing LLC","LE_BH1200","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2401","2401","BH2019_OGDRIL_Baker Hughes (Deutschland) Holdings GmbH","LE_BH2019","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2406","2406","BH2019_OGDRIL_Baker Hughes (Deutschland) Holdings GmbH","LE_BH2019","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7225","7225","BH7225_OGDRIL_Jaguar International, Ltd.","LE_BH7225","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7250","7250","BH7250_OGDRIL_Baker Oilfield Africa Limited","LE_BH7250","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_7304","7304","BH7300_OGDRIL_Baker Chemical Angola Limited","LE_BH7300","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3220","3220","BH3220_OGDRIL_Petroleos Soledad, S.A. de C.V.","LE_BH3220","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3225","3225","BH3225_OGDRIL_Baker Hughes El Salvador, Ltda. de C.V.","LE_BH3225","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_3240","3240","BH3240_OGDRIL_Baker Hughes de Mexico, S. de R.L. de C.V.","LE_BH3240","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2365","2365","BH2365_OGDRIL_Baker Hughes International Cooperatief U.A.","LE_BH2365","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2370","2370","BH2370_OGDRIL_Baker Hughes Holdings I B.V.","LE_BH2370","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_2725","2725","BH2725_OGDRIL_Baker Hughes Germany Holdings S.a r.l.","LE_BH2725","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_014F","014F","BH2020_OGDRIL_Baker Hughes (Deutschland) GmbH","LE_BH2020","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_017F","017F","BH2025_OGDRIL_Baker Hughes INTEQ GmbH","LE_BH2025","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1241","1241","BH1240_OGDRIL_Baker Hughes EHHC LLC","LE_BH1240","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
"LB_1255","1255","BH1255_OGDRIL_BH Russia Operations LLC","LE_BH1255","BU_OGDRIL","GL_GL042","OE_GL042001","BHGE - Strategic - BHI SAP"
